iso_code,location,total_cases,date,total_vaccinations_per_hundred,population_density
AFG,Afghanistan,55604.0,2021-02-22,0.0,54.422
AFG,Afghanistan,55714.0,2021-02-28,0.02,54.422
AFG,Afghanistan,55985.0,2021-03-16,0.13,54.422
AFG,Afghanistan,56676.0,2021-04-07,0.29,54.422
AFG,Afghanistan,57793.0,2021-04-22,0.58,54.422
AFG,Afghanistan,61842.0,2021-05-11,1.23,54.422
AFG,Afghanistan,63484.0,2021-05-20,1.33,54.422
AFG,Afghanistan,65728.0,2021-05-24,1.39,54.422
AFG,Afghanistan,65728.0,2021-05-26,1.44,54.422
AFG,Afghanistan,65728.0,2021-05-27,1.44,54.422
AFG,Afghanistan,70761.0,2021-05-30,1.46,54.422
AFG,Afghanistan,70761.0,2021-06-02,1.52,54.422
AFG,Afghanistan,70761.0,2021-06-03,1.53,54.422
AFG,Afghanistan,79224.0,2021-06-08,1.56,54.422
AFG,Afghanistan,89861.0,2021-06-14,1.61,54.422
AFG,Afghanistan,101906.0,2021-06-22,1.86,54.422
AFG,Afghanistan,114220.0,2021-06-27,2.03,54.422
AFG,Afghanistan,114220.0,2021-06-30,2.16,54.422
AFG,Afghanistan,124748.0,2021-07-05,2.23,54.422
AFG,Afghanistan,124748.0,2021-07-07,2.27,54.422
AFG,Afghanistan,133578.0,2021-07-11,2.34,54.422
AFG,Afghanistan,133578.0,2021-07-14,2.49,54.422
AFG,Afghanistan,140602.0,2021-07-18,2.66,54.422
AFG,Afghanistan,140602.0,2021-07-24,2.85,54.422
AFG,Afghanistan,152033.0,2021-08-20,2.92,54.422
AFG,Afghanistan,153033.0,2021-08-31,4.81,54.422
AFG,Afghanistan,154899.0,2021-09-30,5.76,54.422
AFG,Afghanistan,156512.0,2021-11-14,9.77,54.422
AFG,Afghanistan,157902.0,2021-12-27,11.37,54.422
AFG,Afghanistan,158345.0,2022-01-09,11.92,54.422
AFG,Afghanistan,158345.0,2022-01-11,11.97,54.422
AFG,Afghanistan,158345.0,2022-01-13,12.05,54.422
AFG,Afghanistan,158678.0,2022-01-17,12.12,54.422
AFG,Afghanistan,158678.0,2022-01-19,12.17,54.422
AFG,Afghanistan,159548.0,2022-01-24,12.27,54.422
AFG,Afghanistan,159548.0,2022-01-26,12.34,54.422
AFG,Afghanistan,159548.0,2022-01-27,12.35,54.422
AFG,Afghanistan,161666.0,2022-01-31,12.46,54.422
AFG,Afghanistan,161666.0,2022-02-02,12.53,54.422
AFG,Afghanistan,165712.0,2022-02-07,12.68,54.422
AFG,Afghanistan,170152.0,2022-02-14,12.94,54.422
AFG,Afghanistan,171930.0,2022-02-20,13.16,54.422
AFG,Afghanistan,173180.0,2022-02-27,13.46,54.422
AFG,Afghanistan,174347.0,2022-03-06,13.61,54.422
AFG,Afghanistan,176062.0,2022-03-17,13.93,54.422
AFG,Afghanistan,177039.0,2022-03-22,13.98,54.422
AFG,Afghanistan,177805.0,2022-04-04,14.28,54.422
AFG,Afghanistan,178090.0,2022-04-14,14.44,54.422
AFG,Afghanistan,178387.0,2022-04-18,14.46,54.422
AFG,Afghanistan,178648.0,2022-04-26,14.55,54.422
AFG,Afghanistan,178648.0,2022-04-27,14.55,54.422
AFG,Afghanistan,178879.0,2022-05-05,14.64,54.422
AFG,Afghanistan,178923.0,2022-05-08,14.65,54.422
AFG,Afghanistan,178923.0,2022-05-10,14.66,54.422
AFG,Afghanistan,179243.0,2022-05-15,14.75,54.422
AFG,Afghanistan,179674.0,2022-05-23,14.88,54.422
AFG,Afghanistan,180123.0,2022-06-01,15.01,54.422
AFG,Afghanistan,181033.0,2022-06-15,15.31,54.422
AFG,Afghanistan,181574.0,2022-06-21,15.45,54.422
AFG,Afghanistan,182072.0,2022-06-27,15.58,54.422
AFG,Afghanistan,182072.0,2022-06-30,15.67,54.422
AFG,Afghanistan,183219.0,2022-07-10,15.78,54.422
AFG,Afghanistan,183450.0,2022-07-17,16.31,54.422
AFG,Afghanistan,183450.0,2022-07-19,19.17,54.422
AFG,Afghanistan,184474.0,2022-07-27,19.55,54.422
AFG,Afghanistan,187046.0,2022-08-07,23.88,54.422
AFG,Afghanistan,188831.0,2022-08-15,27.27,54.422
AFG,Afghanistan,190435.0,2022-08-22,27.7,54.422
AFG,Afghanistan,192208.0,2022-08-31,28.11,54.422
AFG,Afghanistan,193887.0,2022-09-04,28.18,54.422
AFG,Afghanistan,195647.0,2022-09-11,28.51,54.422
AFG,Afghanistan,195647.0,2022-09-12,28.53,54.422
AFG,Afghanistan,197082.0,2022-09-19,28.74,54.422
AFG,Afghanistan,198283.0,2022-09-26,28.86,54.422
AFG,Afghanistan,198283.0,2022-09-28,28.89,54.422
AFG,Afghanistan,199272.0,2022-10-04,28.99,54.422
AFG,Afghanistan,200199.0,2022-10-11,29.06,54.422
AFG,Afghanistan,201096.0,2022-10-16,29.12,54.422
AFG,Afghanistan,202029.0,2022-10-24,29.31,54.422
AFG,Afghanistan,202834.0,2022-11-01,29.43,54.422
AFG,Afghanistan,202834.0,2022-11-02,29.52,54.422
AFG,Afghanistan,203618.0,2022-11-08,29.6,54.422
AFG,Afghanistan,204431.0,2022-11-15,29.67,54.422
AFG,Afghanistan,204431.0,2022-11-16,29.7,54.422
AFG,Afghanistan,205596.0,2022-11-27,29.85,54.422
AFG,Afghanistan,206164.0,2022-12-05,29.92,54.422
AFG,Afghanistan,206986.0,2022-12-22,30.27,54.422
AFG,Afghanistan,207579.0,2023-01-06,30.46,54.422
AFG,Afghanistan,207953.0,2023-01-16,30.64,54.422
AFG,Afghanistan,208097.0,2023-01-22,30.81,54.422
AFG,Afghanistan,208420.0,2023-01-29,30.84,54.422
AFG,Afghanistan,208856.0,2023-02-12,31.05,54.422
AFG,Afghanistan,208856.0,2023-02-14,31.09,54.422
AFG,Afghanistan,209086.0,2023-02-19,33.08,54.422
AFG,Afghanistan,209086.0,2023-02-23,33.82,54.422
AFG,Afghanistan,209251.0,2023-02-26,35.85,54.422
AFG,Afghanistan,209251.0,2023-02-28,36.7,54.422
AFG,Afghanistan,209369.0,2023-03-05,38.82,54.422
AFG,Afghanistan,209510.0,2023-03-12,39.51,54.422
AFG,Afghanistan,209510.0,2023-03-14,39.51,54.422
AFG,Afghanistan,209749.0,2023-03-19,40.06,54.422
AFG,Afghanistan,209749.0,2023-03-21,40.08,54.422
AFG,Afghanistan,210080.0,2023-03-26,40.11,54.422
AFG,Afghanistan,210080.0,2023-03-28,40.12,54.422
AFG,Afghanistan,210628.0,2023-04-02,40.33,54.422
AFG,Afghanistan,211512.0,2023-04-09,40.42,54.422
AFG,Afghanistan,211512.0,2023-04-11,40.59,54.422
AFG,Afghanistan,212612.0,2023-04-16,40.67,54.422
AFG,Afghanistan,212612.0,2023-04-18,40.91,54.422
AFG,Afghanistan,214070.0,2023-04-24,40.95,54.422
AFG,Afghanistan,214070.0,2023-04-25,40.96,54.422
AFG,Afghanistan,214880.0,2023-04-30,41.1,54.422
AFG,Afghanistan,214880.0,2023-05-03,41.14,54.422
AFG,Afghanistan,216756.0,2023-05-09,41.24,54.422
AFG,Afghanistan,218739.0,2023-05-14,41.48,54.422
AFG,Afghanistan,218739.0,2023-05-16,41.62,54.422
AFG,Afghanistan,220167.0,2023-05-21,42.5,54.422
AFG,Afghanistan,221217.0,2023-05-29,44.82,54.422
AFG,Afghanistan,221995.0,2023-06-06,47.93,54.422
AFG,Afghanistan,222526.0,2023-06-11,48.63,54.422
AFG,Afghanistan,222526.0,2023-06-13,48.66,54.422
AFG,Afghanistan,222959.0,2023-06-18,49.22,54.422
AFG,Afghanistan,222959.0,2023-06-20,49.42,54.422
AFG,Afghanistan,223156.0,2023-06-27,49.58,54.422
AFG,Afghanistan,223280.0,2023-07-04,49.75,54.422
AFG,Afghanistan,223606.0,2023-07-09,49.78,54.422
AFG,Afghanistan,223606.0,2023-07-11,49.93,54.422
AFG,Afghanistan,223785.0,2023-07-18,49.98,54.422
AFG,Afghanistan,224030.0,2023-07-23,50.03,54.422
AFG,Afghanistan,224030.0,2023-07-25,50.24,54.422
AFG,Afghanistan,224224.0,2023-07-30,50.4,54.422
AFG,Afghanistan,224224.0,2023-08-01,50.55,54.422
AFG,Afghanistan,224419.0,2023-08-06,50.66,54.422
AFG,Afghanistan,224419.0,2023-08-08,50.76,54.422
AFG,Afghanistan,224661.0,2023-08-15,50.91,54.422
AFG,Afghanistan,224870.0,2023-08-20,51.11,54.422
AFG,Afghanistan,225099.0,2023-08-27,51.35,54.422
AFG,Afghanistan,225099.0,2023-09-01,51.69,54.422
AFG,Afghanistan,225376.0,2023-09-05,51.72,54.422
AFG,Afghanistan,225592.0,2023-09-10,51.98,54.422
AFG,Afghanistan,225792.0,2023-09-17,52.19,54.422
AFG,Afghanistan,225792.0,2023-09-19,52.43,54.422
AFG,Afghanistan,225999.0,2023-09-26,52.8,54.422
AFG,Afghanistan,226556.0,2023-10-08,52.92,54.422
AFG,Afghanistan,226863.0,2023-10-16,53.23,54.422
AFG,Afghanistan,227156.0,2023-10-24,53.7,54.422
AFG,Afghanistan,227892.0,2023-11-05,53.74,54.422
AFG,Afghanistan,227892.0,2023-11-07,54.0,54.422
AFG,Afghanistan,228263.0,2023-11-14,54.7,54.422
AFG,Afghanistan,228975.0,2023-11-26,54.97,54.422
ALB,Albania,62378.0,2021-01-10,0.0,104.871
ALB,Albania,62378.0,2021-01-12,0.0,104.871
ALB,Albania,62378.0,2021-01-13,0.01,104.871
ALB,Albania,62378.0,2021-01-14,0.01,104.871
ALB,Albania,62378.0,2021-01-15,0.01,104.871
ALB,Albania,62378.0,2021-01-16,0.01,104.871
ALB,Albania,66635.0,2021-01-17,0.01,104.871
ALB,Albania,66635.0,2021-01-18,0.02,104.871
ALB,Albania,66635.0,2021-01-19,0.02,104.871
ALB,Albania,66635.0,2021-01-20,0.02,104.871
ALB,Albania,66635.0,2021-01-21,0.02,104.871
ALB,Albania,76350.0,2021-02-02,0.02,104.871
ALB,Albania,83082.0,2021-02-09,0.04,104.871
ALB,Albania,90835.0,2021-02-17,0.06,104.871
ALB,Albania,90835.0,2021-02-18,0.11,104.871
ALB,Albania,90835.0,2021-02-19,0.15,104.871
ALB,Albania,97909.0,2021-02-22,0.24,104.871
ALB,Albania,97909.0,2021-02-25,0.36,104.871
ALB,Albania,105229.0,2021-03-01,0.5,104.871
ALB,Albania,105229.0,2021-03-03,0.56,104.871
ALB,Albania,111301.0,2021-03-10,0.76,104.871
ALB,Albania,111301.0,2021-03-12,0.83,104.871
ALB,Albania,116123.0,2021-03-17,1.17,104.871
ALB,Albania,120022.0,2021-03-22,1.7,104.871
ALB,Albania,120022.0,2021-03-23,1.82,104.871
ALB,Albania,120022.0,2021-03-24,1.9,104.871
ALB,Albania,120022.0,2021-03-25,2.09,104.871
ALB,Albania,120022.0,2021-03-26,2.19,104.871
ALB,Albania,120022.0,2021-03-27,2.25,104.871
ALB,Albania,123216.0,2021-03-28,2.74,104.871
ALB,Albania,123216.0,2021-03-30,4.2,104.871
ALB,Albania,123216.0,2021-03-31,4.88,104.871
ALB,Albania,123216.0,2021-04-01,5.47,104.871
ALB,Albania,123216.0,2021-04-02,6.07,104.871
ALB,Albania,123216.0,2021-04-03,6.53,104.871
ALB,Albania,125842.0,2021-04-04,6.79,104.871
ALB,Albania,125842.0,2021-04-05,7.27,104.871
ALB,Albania,125842.0,2021-04-06,7.8,104.871
ALB,Albania,125842.0,2021-04-07,8.18,104.871
ALB,Albania,125842.0,2021-04-08,8.53,104.871
ALB,Albania,125842.0,2021-04-09,8.82,104.871
ALB,Albania,125842.0,2021-04-10,9.04,104.871
ALB,Albania,127795.0,2021-04-12,9.41,104.871
ALB,Albania,127795.0,2021-04-13,9.89,104.871
ALB,Albania,127795.0,2021-04-15,10.71,104.871
ALB,Albania,127795.0,2021-04-16,11.07,104.871
ALB,Albania,127795.0,2021-04-17,11.43,104.871
ALB,Albania,129307.0,2021-04-18,11.71,104.871
ALB,Albania,129307.0,2021-04-19,12.17,104.871
ALB,Albania,129307.0,2021-04-20,12.31,104.871
ALB,Albania,129307.0,2021-04-21,13.09,104.871
ALB,Albania,129307.0,2021-04-22,13.47,104.871
ALB,Albania,129307.0,2021-04-23,13.77,104.871
ALB,Albania,129307.0,2021-04-24,14.08,104.871
ALB,Albania,130270.0,2021-04-26,14.38,104.871
ALB,Albania,130270.0,2021-04-27,14.67,104.871
ALB,Albania,130270.0,2021-04-28,15.26,104.871
ALB,Albania,130270.0,2021-04-29,15.95,104.871
ALB,Albania,130270.0,2021-04-30,16.78,104.871
ALB,Albania,130270.0,2021-05-01,17.38,104.871
ALB,Albania,131085.0,2021-05-03,18.21,104.871
ALB,Albania,131085.0,2021-05-04,18.91,104.871
ALB,Albania,131085.0,2021-05-05,19.58,104.871
ALB,Albania,131085.0,2021-05-06,20.13,104.871
ALB,Albania,131085.0,2021-05-07,20.61,104.871
ALB,Albania,131085.0,2021-05-08,21.0,104.871
ALB,Albania,131577.0,2021-05-09,21.11,104.871
ALB,Albania,131577.0,2021-05-10,21.57,104.871
ALB,Albania,131577.0,2021-05-11,21.9,104.871
ALB,Albania,131577.0,2021-05-12,22.26,104.871
ALB,Albania,131577.0,2021-05-13,22.46,104.871
ALB,Albania,131577.0,2021-05-14,22.99,104.871
ALB,Albania,131939.0,2021-05-17,23.93,104.871
ALB,Albania,131939.0,2021-05-18,24.24,104.871
ALB,Albania,131939.0,2021-05-19,24.55,104.871
ALB,Albania,131939.0,2021-05-20,24.76,104.871
ALB,Albania,131939.0,2021-05-21,24.94,104.871
ALB,Albania,132153.0,2021-05-23,25.21,104.871
ALB,Albania,132153.0,2021-05-24,25.51,104.871
ALB,Albania,132153.0,2021-05-26,26.35,104.871
ALB,Albania,132153.0,2021-05-27,26.71,104.871
ALB,Albania,132285.0,2021-05-30,27.17,104.871
ALB,Albania,132285.0,2021-05-31,27.32,104.871
ALB,Albania,132285.0,2021-06-01,27.45,104.871
ALB,Albania,132285.0,2021-06-03,27.7,104.871
ALB,Albania,132372.0,2021-06-06,28.1,104.871
ALB,Albania,132372.0,2021-06-07,28.28,104.871
ALB,Albania,132372.0,2021-06-08,28.5,104.871
ALB,Albania,132372.0,2021-06-09,28.73,104.871
ALB,Albania,132372.0,2021-06-10,28.96,104.871
ALB,Albania,132372.0,2021-06-11,29.21,104.871
ALB,Albania,132372.0,2021-06-12,29.37,104.871
ALB,Albania,132437.0,2021-06-13,29.43,104.871
ALB,Albania,132437.0,2021-06-14,29.64,104.871
ALB,Albania,132437.0,2021-06-15,29.85,104.871
ALB,Albania,132437.0,2021-06-16,30.05,104.871
ALB,Albania,132437.0,2021-06-17,30.35,104.871
ALB,Albania,132484.0,2021-06-20,30.99,104.871
ALB,Albania,132484.0,2021-06-21,31.31,104.871
ALB,Albania,132484.0,2021-06-22,31.71,104.871
ALB,Albania,132484.0,2021-06-23,32.12,104.871
ALB,Albania,132484.0,2021-06-24,32.47,104.871
ALB,Albania,132506.0,2021-06-28,33.19,104.871
ALB,Albania,132506.0,2021-06-29,33.62,104.871
ALB,Albania,132506.0,2021-06-30,34.06,104.871
ALB,Albania,132506.0,2021-07-01,34.28,104.871
ALB,Albania,132506.0,2021-07-02,34.53,104.871
ALB,Albania,132526.0,2021-07-04,34.78,104.871
ALB,Albania,132526.0,2021-07-05,34.97,104.871
ALB,Albania,132526.0,2021-07-06,35.18,104.871
ALB,Albania,132526.0,2021-07-07,35.38,104.871
ALB,Albania,132526.0,2021-07-08,35.58,104.871
ALB,Albania,132526.0,2021-07-09,35.76,104.871
ALB,Albania,132526.0,2021-07-10,35.94,104.871
ALB,Albania,132580.0,2021-07-11,35.98,104.871
ALB,Albania,132580.0,2021-07-12,36.21,104.871
ALB,Albania,132580.0,2021-07-13,36.44,104.871
ALB,Albania,132580.0,2021-07-14,36.71,104.871
ALB,Albania,132580.0,2021-07-15,37.02,104.871
ALB,Albania,132580.0,2021-07-16,37.29,104.871
ALB,Albania,132580.0,2021-07-17,37.54,104.871
ALB,Albania,132647.0,2021-07-18,37.62,104.871
ALB,Albania,132647.0,2021-07-20,38.08,104.871
ALB,Albania,132647.0,2021-07-21,38.54,104.871
ALB,Albania,132647.0,2021-07-22,39.05,104.871
ALB,Albania,132828.0,2021-07-25,40.06,104.871
ALB,Albania,132828.0,2021-07-29,41.51,104.871
ALB,Albania,132828.0,2021-07-30,41.9,104.871
ALB,Albania,132828.0,2021-07-31,42.18,104.871
ALB,Albania,133036.0,2021-08-01,42.33,104.871
ALB,Albania,133036.0,2021-08-02,42.67,104.871
ALB,Albania,133036.0,2021-08-03,42.98,104.871
ALB,Albania,133036.0,2021-08-04,43.25,104.871
ALB,Albania,133036.0,2021-08-05,43.56,104.871
ALB,Albania,133591.0,2021-08-08,44.33,104.871
ALB,Albania,133591.0,2021-08-10,45.04,104.871
ALB,Albania,133591.0,2021-08-13,46.09,104.871
ALB,Albania,135140.0,2021-08-15,46.48,104.871
ALB,Albania,135140.0,2021-08-16,46.82,104.871
ALB,Albania,135140.0,2021-08-17,47.16,104.871
ALB,Albania,135140.0,2021-08-19,47.79,104.871
ALB,Albania,135140.0,2021-08-21,48.32,104.871
ALB,Albania,138132.0,2021-08-22,48.44,104.871
ALB,Albania,138132.0,2021-08-23,48.79,104.871
ALB,Albania,138132.0,2021-08-24,49.13,104.871
ALB,Albania,138132.0,2021-08-25,49.45,104.871
ALB,Albania,138132.0,2021-08-26,49.82,104.871
ALB,Albania,138132.0,2021-08-27,50.24,104.871
ALB,Albania,143174.0,2021-08-29,50.83,104.871
ALB,Albania,143174.0,2021-08-30,51.3,104.871
ALB,Albania,143174.0,2021-08-31,51.8,104.871
ALB,Albania,143174.0,2021-09-01,52.25,104.871
ALB,Albania,143174.0,2021-09-02,52.77,104.871
ALB,Albania,149117.0,2021-09-06,54.15,104.871
ALB,Albania,149117.0,2021-09-07,54.66,104.871
ALB,Albania,149117.0,2021-09-08,55.14,104.871
ALB,Albania,149117.0,2021-09-09,55.57,104.871
ALB,Albania,149117.0,2021-09-10,55.93,104.871
ALB,Albania,149117.0,2021-09-11,56.23,104.871
ALB,Albania,155293.0,2021-09-12,56.35,104.871
ALB,Albania,155293.0,2021-09-13,56.65,104.871
ALB,Albania,155293.0,2021-09-14,56.93,104.871
ALB,Albania,155293.0,2021-09-15,57.19,104.871
ALB,Albania,155293.0,2021-09-16,57.45,104.871
ALB,Albania,155293.0,2021-09-17,57.71,104.871
ALB,Albania,161324.0,2021-09-19,58.05,104.871
ALB,Albania,161324.0,2021-09-20,58.32,104.871
ALB,Albania,161324.0,2021-09-21,58.6,104.871
ALB,Albania,161324.0,2021-09-22,58.9,104.871
ALB,Albania,161324.0,2021-09-23,59.23,104.871
ALB,Albania,161324.0,2021-09-24,59.58,104.871
ALB,Albania,166690.0,2021-09-27,60.34,104.871
ALB,Albania,166690.0,2021-09-28,60.65,104.871
ALB,Albania,166690.0,2021-09-29,60.96,104.871
ALB,Albania,166690.0,2021-09-30,61.27,104.871
ALB,Albania,166690.0,2021-10-01,61.54,104.871
ALB,Albania,166690.0,2021-10-02,61.78,104.871
ALB,Albania,170778.0,2021-10-04,62.09,104.871
ALB,Albania,170778.0,2021-10-05,62.33,104.871
ALB,Albania,170778.0,2021-10-06,62.56,104.871
ALB,Albania,170778.0,2021-10-07,62.77,104.871
ALB,Albania,170778.0,2021-10-08,62.96,104.871
ALB,Albania,170778.0,2021-10-09,63.17,104.871
ALB,Albania,174168.0,2021-10-11,63.46,104.871
ALB,Albania,174168.0,2021-10-12,63.7,104.871
ALB,Albania,174168.0,2021-10-13,63.91,104.871
ALB,Albania,177108.0,2021-10-17,64.63,104.871
ALB,Albania,177108.0,2021-10-18,64.83,104.871
ALB,Albania,177108.0,2021-10-19,65.04,104.871
ALB,Albania,177108.0,2021-10-20,65.25,104.871
ALB,Albania,177108.0,2021-10-21,65.45,104.871
ALB,Albania,177108.0,2021-10-22,65.65,104.871
ALB,Albania,180623.0,2021-10-24,65.93,104.871
ALB,Albania,180623.0,2021-10-25,66.12,104.871
ALB,Albania,180623.0,2021-10-27,66.53,104.871
ALB,Albania,180623.0,2021-10-28,66.73,104.871
ALB,Albania,180623.0,2021-10-29,66.91,104.871
ALB,Albania,184340.0,2021-11-01,67.19,104.871
ALB,Albania,184340.0,2021-11-03,67.78,104.871
ALB,Albania,184340.0,2021-11-06,68.42,104.871
ALB,Albania,187994.0,2021-11-07,68.51,104.871
ALB,Albania,187994.0,2021-11-09,69.08,104.871
ALB,Albania,187994.0,2021-11-10,69.38,104.871
ALB,Albania,187994.0,2021-11-11,69.67,104.871
ALB,Albania,192013.0,2021-11-14,70.37,104.871
ALB,Albania,192013.0,2021-11-16,70.96,104.871
ALB,Albania,192013.0,2021-11-17,71.26,104.871
ALB,Albania,192013.0,2021-11-18,71.55,104.871
ALB,Albania,195523.0,2021-11-21,72.14,104.871
ALB,Albania,195523.0,2021-11-24,72.99,104.871
ALB,Albania,195523.0,2021-11-25,73.24,104.871
ALB,Albania,198732.0,2021-11-28,73.77,104.871
ALB,Albania,198732.0,2021-11-30,73.92,104.871
ALB,Albania,198732.0,2021-12-01,74.3,104.871
ALB,Albania,198732.0,2021-12-03,74.96,104.871
ALB,Albania,201045.0,2021-12-05,75.36,104.871
ALB,Albania,201045.0,2021-12-06,75.68,104.871
ALB,Albania,201045.0,2021-12-07,76.04,104.871
ALB,Albania,201045.0,2021-12-08,76.21,104.871
ALB,Albania,203215.0,2021-12-12,77.27,104.871
ALB,Albania,203215.0,2021-12-13,77.62,104.871
ALB,Albania,203215.0,2021-12-14,77.98,104.871
ALB,Albania,203215.0,2021-12-15,78.33,104.871
ALB,Albania,203215.0,2021-12-18,79.2,104.871
ALB,Albania,205224.0,2021-12-21,79.88,104.871
ALB,Albania,205224.0,2021-12-23,80.44,104.871
ALB,Albania,207221.0,2021-12-28,81.5,104.871
ALB,Albania,210224.0,2022-01-04,82.9,104.871
ALB,Albania,210224.0,2022-01-05,83.3,104.871
ALB,Albania,210224.0,2022-01-08,84.38,104.871
ALB,Albania,216686.0,2022-01-10,84.82,104.871
ALB,Albania,216686.0,2022-01-11,85.13,104.871
ALB,Albania,255741.0,2022-01-30,88.79,104.871
ALB,Albania,255741.0,2022-02-01,91.93,104.871
ALB,Albania,263172.0,2022-02-06,92.68,104.871
ALB,Albania,263172.0,2022-02-07,92.87,104.871
ALB,Albania,267551.0,2022-02-13,93.65,104.871
ALB,Albania,267551.0,2022-02-14,93.79,104.871
ALB,Albania,267551.0,2022-02-15,93.93,104.871
ALB,Albania,267551.0,2022-02-16,94.05,104.871
ALB,Albania,269904.0,2022-02-20,94.42,104.871
ALB,Albania,271314.0,2022-02-27,95.09,104.871
ALB,Albania,271314.0,2022-03-01,95.29,104.871
ALB,Albania,272030.0,2022-03-07,95.81,104.871
ALB,Albania,272030.0,2022-03-10,96.05,104.871
ALB,Albania,272552.0,2022-03-14,96.24,104.871
ALB,Albania,272552.0,2022-03-15,96.32,104.871
ALB,Albania,272961.0,2022-03-24,96.9,104.871
ALB,Albania,273318.0,2022-03-29,97.2,104.871
ALB,Albania,273318.0,2022-03-31,97.35,104.871
ALB,Albania,273759.0,2022-04-04,97.58,104.871
ALB,Albania,273759.0,2022-04-07,97.83,104.871
ALB,Albania,274108.0,2022-04-11,98.06,104.871
ALB,Albania,274108.0,2022-04-14,98.28,104.871
ALB,Albania,274376.0,2022-04-20,98.56,104.871
ALB,Albania,275002.0,2022-05-01,99.41,104.871
ALB,Albania,275485.0,2022-05-15,99.95,104.871
ALB,Albania,275774.0,2022-05-22,100.85,104.871
ALB,Albania,276012.0,2022-05-29,101.1,104.871
ALB,Albania,276274.0,2022-06-05,101.43,104.871
ALB,Albania,277026.0,2022-06-19,101.99,104.871
ALB,Albania,278211.0,2022-06-26,102.24,104.871
ALB,Albania,285731.0,2022-07-10,102.71,104.871
ALB,Albania,301394.0,2022-07-24,103.23,104.871
ALB,Albania,309278.0,2022-07-31,103.46,104.871
ALB,Albania,323597.0,2022-08-21,104.01,104.871
ALB,Albania,328716.0,2022-09-04,104.36,104.871
ALB,Albania,330313.0,2022-09-18,104.64,104.871
ALB,Albania,330762.0,2022-09-25,104.78,104.871
ALB,Albania,331452.0,2022-10-16,105.25,104.871
ALB,Albania,331593.0,2022-10-23,105.42,104.871
ALB,Albania,331998.0,2022-11-13,105.95,104.871
ALB,Albania,332202.0,2022-11-27,106.16,104.871
ALB,Albania,332407.0,2022-12-11,106.45,104.871
ALB,Albania,332907.0,2023-01-08,107.05,104.871
ALB,Albania,333064.0,2023-01-15,107.21,104.871
ALB,Albania,333270.0,2023-02-05,107.59,104.871
ALB,Albania,333716.0,2023-03-19,108.03,104.871
ALB,Albania,333992.0,2023-04-09,108.22,104.871
ALB,Albania,334090.0,2023-05-14,108.39,104.871
ALB,Albania,334090.0,2023-07-16,108.63,104.871
ALB,Albania,334090.0,2023-09-10,108.68,104.871
DZA,Algeria,105369.0,2021-01-29,0.0,17.348
DZA,Algeria,105369.0,2021-01-30,0.0,17.348
DZA,Algeria,110513.0,2021-02-19,0.17,17.348
DZA,Algeria,186655.0,2021-08-20,9.23,17.348
DZA,Algeria,194671.0,2021-09-04,17.82,17.348
DZA,Algeria,199822.0,2021-09-12,22.25,17.348
DZA,Algeria,201224.0,2021-09-25,22.38,17.348
DZA,Algeria,205750.0,2021-10-24,24.68,17.348
DZA,Algeria,205750.0,2021-10-27,24.83,17.348
DZA,Algeria,205750.0,2021-10-30,24.9,17.348
DZA,Algeria,206358.0,2021-11-02,25.1,17.348
DZA,Algeria,207079.0,2021-11-08,25.2,17.348
DZA,Algeria,207079.0,2021-11-13,25.34,17.348
DZA,Algeria,208839.0,2021-11-21,26.74,17.348
DZA,Algeria,208839.0,2021-11-22,26.8,17.348
DZA,Algeria,208839.0,2021-11-25,26.9,17.348
DZA,Algeria,209980.0,2021-11-29,27.05,17.348
DZA,Algeria,209980.0,2021-11-30,27.38,17.348
DZA,Algeria,212652.0,2021-12-14,27.7,17.348
DZA,Algeria,214330.0,2021-12-21,27.94,17.348
DZA,Algeria,221742.0,2022-01-09,28.89,17.348
DZA,Algeria,257598.0,2022-02-08,29.98,17.348
DZA,Algeria,263936.0,2022-02-20,30.36,17.348
DZA,Algeria,265227.0,2022-03-09,30.52,17.348
DZA,Algeria,265761.0,2022-04-24,30.67,17.348
DZA,Algeria,265780.0,2022-05-01,33.86,17.348
DZA,Algeria,265873.0,2022-05-29,33.86,17.348
DZA,Algeria,270426.0,2022-09-04,34.0,17.348
AND,Andorra,9499.0,2021-01-25,0.72,163.755
AND,Andorra,9885.0,2021-02-01,1.3,163.755
AND,Andorra,10206.0,2021-02-10,1.62,163.755
AND,Andorra,10206.0,2021-02-12,2.03,163.755
AND,Andorra,10463.0,2021-02-19,2.68,163.755
AND,Andorra,10672.0,2021-02-24,2.99,163.755
AND,Andorra,10672.0,2021-02-26,3.16,163.755
AND,Andorra,11019.0,2021-03-08,4.52,163.755
AND,Andorra,11019.0,2021-03-10,6.15,163.755
AND,Andorra,11228.0,2021-03-15,10.47,163.755
AND,Andorra,11228.0,2021-03-19,11.63,163.755
AND,Andorra,12174.0,2021-04-04,15.58,163.755
AND,Andorra,12174.0,2021-04-05,19.12,163.755
AND,Andorra,12497.0,2021-04-11,21.41,163.755
AND,Andorra,12497.0,2021-04-12,23.88,163.755
AND,Andorra,12771.0,2021-04-19,33.08,163.755
AND,Andorra,13024.0,2021-04-26,35.7,163.755
AND,Andorra,13232.0,2021-05-03,36.17,163.755
AND,Andorra,13406.0,2021-05-10,39.62,163.755
AND,Andorra,13510.0,2021-05-17,40.48,163.755
AND,Andorra,13693.0,2021-05-31,44.98,163.755
